id,bus_stop_id,bus_id,enter_sum,exit_sum,bus_board_computer_sent_time,created_time,route_number,tickets_count
1943536686,3351,1130,0,13,2024-12-07T12:18:33.793,2024-12-07T12:23:55.523,50,0
1944382769,1583,1130,6,3,2024-12-07T15:19:20.206,2024-12-07T15:19:23.203,50,4
1942750230,1665,4901,9,0,2024-12-07T09:23:26.477,2024-12-07T09:28:44.387,12,11
1942714572,2366,1129,1,5,2024-12-07T09:13:17.693,2024-12-07T09:21:03.46,50,2
1944416426,1963,1129,5,8,2024-12-07T15:17:55.33,2024-12-07T15:26:59.704,50,1
1947459184,6027,4901,1,0,2024-12-08T06:42:04.877,2024-12-08T06:45:51.672,50,1
1941939751,2435,1122,7,1,2024-12-07T06:26:39.735,2024-12-07T06:27:37.672,50,4
1943589516,2225,1129,3,3,2024-12-07T12:28:36.696,2024-12-07T12:35:25.355,50,2
1952748354,2435,1130,10,0,2024-12-09T05:55:23.823,2024-12-09T05:56:21.212,50,11
1950153898,3355,1122,0,0,2024-12-08T17:01:11.846,2024-12-08T17:02:44.852,50,1
1953369391,1912,1122,5,26,2024-12-09T08:10:14.019,2024-12-09T08:17:32.56,50,1
1949241666,1961,4901,3,0,2024-12-08T13:25:31.817,2024-12-08T13:35:16.119,50,6
1954139850,2076,1122,0,2,2024-12-09T10:30:06.32,2024-12-09T10:30:33.726,50,0
1948411834,2227,1130,4,3,2024-12-08T10:14:16.846,2024-12-08T10:19:50.494,50,3
1944424913,1664,4901,0,3,2024-12-07T15:20:08.06,2024-12-07T15:28:59.097,12,0
1952771213,2763,1122,4,0,2024-12-09T06:07:59.826,2024-12-09T06:08:31.771,50,6
1950148359,2366,1130,5,8,2024-12-08T17:00:34.654,2024-12-08T17:01:18.416,50,6
1951398394,2222,1122,6,0,2024-12-08T20:16:31.841,2024-12-08T20:17:10.357,50,4
1943542925,1962,1129,12,4,2024-12-07T12:22:39.348,2024-12-07T12:25:30.661,50,11
1945355058,2085,1130,8,4,2024-12-07T18:10:36.214,2024-12-07T18:11:03.646,50,8
1946082459,2077,1129,1,1,2024-12-07T20:31:34.326,2024-12-07T20:33:23.526,50,0
1945345928,1964,1122,1,8,2024-12-07T18:05:16.587,2024-12-07T18:08:58.034,50,0
1946080340,2067,1120,1,0,2024-12-07T20:32:10.529,2024-12-07T20:32:42.838,50,1
1946105690,2067,1129,0,0,2024-12-07T20:39:19.353,2024-12-07T20:40:48.546,50,0
1947486216,3352,4901,0,0,2024-12-08T06:46:29.516,2024-12-08T06:54:36.478,50,2
1949242019,1961,1130,3,6,2024-12-08T13:33:15.863,2024-12-08T13:35:21.293,50,2
1947494677,1958,4901,6,1,2024-12-08T06:53:11.157,2024-12-08T06:57:28.178,50,11
1948422790,3355,4901,1,0,2024-12-08T10:17:40.141,2024-12-08T10:22:28.004,50,2
1952761677,6027,1122,2,0,2024-12-09T06:05:21.312,2024-12-09T06:05:51.248,50,2
1952782285,1479,1130,0,0,2024-12-09T06:08:16.808,2024-12-09T06:12:30.568,50,0
1941940345,6027,1130,3,0,2024-12-07T06:26:23.174,2024-12-07T06:27:56.102,50,2
1952775459,2435,1129,1,0,2024-12-09T06:07:01.482,2024-12-09T06:09:32.359,50,3
1954140538,2226,1129,1,0,2024-12-09T10:30:04.492,2024-12-09T10:30:41.566,50,0
1945347973,1756,1129,4,4,2024-12-07T18:08:58.94,2024-12-07T18:09:25.757,50,0
1943602588,2227,1129,2,2,2024-12-07T12:30:54.354,2024-12-07T12:38:46.298,50,3
1950166827,2928,1122,0,0,2024-12-08T17:03:26.851,2024-12-08T17:05:56.103,50,3
1951400776,6027,1129,0,0,2024-12-08T20:13:52.479,2024-12-08T20:17:51.591,50,0
1941968174,1665,4901,5,0,2024-12-07T06:38:14.329,2024-12-07T06:39:27.453,12,9
1942715499,2762,1130,0,0,2024-12-07T09:18:38.208,2024-12-07T09:21:14.172,50,0
1944429148,1543,4901,0,4,2024-12-07T15:21:08.902,2024-12-07T15:30:00.038,12,0
1953369470,2364,1129,3,6,2024-12-09T08:13:22.401,2024-12-09T08:17:33.083,50,3
1946082968,2075,1129,1,2,2024-12-07T20:32:49.727,2024-12-07T20:33:33.703,50,2
1951428891,2358,1122,1,4,2024-12-08T20:26:02.422,2024-12-08T20:26:23.247,50,3
1950154163,1955,1122,10,1,2024-12-08T17:02:16.846,2024-12-08T17:02:49.354,50,10
1943560763,2357,1120,2,16,2024-12-07T12:26:59.336,2024-12-07T12:28:22.901,50,1
1954165513,2237,1117,6,2,2024-12-09T10:33:06.064,2024-12-09T10:34:37.271,50,4
1944383766,2257,1129,19,7,2024-12-07T15:15:05.342,2024-12-07T15:19:36.845,50,11
1945441773,1962,1122,12,2,2024-12-07T18:21:06.586,2024-12-07T18:22:42.774,50,8
1946112708,2083,1130,0,3,2024-12-07T20:42:19.198,2024-12-07T20:43:03.691,50,0
1946113488,1916,4901,1,0,2024-12-07T20:39:30.377,2024-12-07T20:43:16.255,12,1
1942721281,2087,1122,0,1,2024-12-07T09:06:47.606,2024-12-07T09:22:27.938,50,0
1947488272,6027,1130,1,0,2024-12-08T06:54:39.852,2024-12-08T06:55:22.387,50,1
1942731803,1875,1120,0,1,2024-12-07T09:24:16.342,2024-12-07T09:24:43.829,50,0
1947512649,2928,1130,0,0,2024-12-08T07:00:04.875,2024-12-08T07:02:54.342,50,3
1942750528,1476,1122,0,0,2024-12-07T09:13:51.515,2024-12-07T09:28:48.417,50,0
1947532995,2353,4901,0,0,2024-12-08T07:05:26.224,2024-12-08T07:08:33.908,50,0
1952769560,3352,1122,2,0,2024-12-09T06:07:14.858,2024-12-09T06:07:41.366,50,2
1954145465,2757,1117,2,0,2024-12-09T10:27:08.002,2024-12-09T10:31:39.332,50,2
1953371896,2241,1130,3,3,2024-12-09T08:17:34.65,2024-12-09T08:18:02.414,50,7
1953428009,2064,1117,2,3,2024-12-09T08:19:18.757,2024-12-09T08:28:12.768,50,1
1941950846,3352,1130,9,0,2024-12-07T06:30:57.82,2024-12-07T06:31:42.859,50,9
1954213985,2119,1117,6,0,2024-12-09T10:40:53.96,2024-12-09T10:44:10.044,50,9
1949245851,6027,1122,1,1,2024-12-08T13:29:50.836,2024-12-08T13:36:19.439,50,0
1941956601,3354,1130,0,0,2024-12-07T06:33:08.18,2024-12-07T06:34:29.369,50,0
1948426520,2353,1130,0,2,2024-12-08T10:16:46.918,2024-12-08T10:23:21.779,50,0
1943562967,2119,1122,12,3,2024-12-07T12:27:44.589,2024-12-07T12:28:55.629,50,6
1950158345,2757,1130,12,4,2024-12-08T17:02:59.837,2024-12-08T17:03:52.104,50,6
1951409672,2227,1122,3,2,2024-12-08T20:20:08.836,2024-12-08T20:20:31.303,50,4
1944387536,1529,4901,5,1,2024-12-07T15:13:40.354,2024-12-07T15:20:24.062,12,6
1942760837,2763,1130,6,0,2024-12-07T09:30:30.918,2024-12-07T09:30:56.199,50,9
1944389834,2760,1120,1,2,2024-12-07T15:02:06.24,2024-12-07T15:20:43.026,50,0
1945332459,2699,1130,9,3,2024-12-07T18:05:42.684,2024-12-07T18:05:59.198,50,10
1945353972,3350,1122,0,3,2024-12-07T18:06:41.598,2024-12-07T18:10:47.326,50,0
1946091083,2356,1122,0,3,2024-12-07T20:34:01.581,2024-12-07T20:36:04.652,50,0
1946118681,1878,1129,0,0,2024-12-07T20:41:54.335,2024-12-07T20:45:01.266,50,0
1947488492,2763,4901,0,0,2024-12-08T06:47:11.165,2024-12-08T06:55:27.031,50,0
1947489868,1955,4901,0,0,2024-12-08T06:50:21.146,2024-12-08T06:55:57.301,50,2
1949249124,1962,4901,16,2,2024-12-08T13:28:06.802,2024-12-08T13:37:07.813,50,22
1941958057,1474,1122,0,0,2024-12-07T06:33:50.617,2024-12-07T06:35:09.879,50,0
1952776119,3354,1122,2,0,2024-12-09T06:09:11.316,2024-12-09T06:10:02.099,50,4
1948431862,2357,1130,1,5,2024-12-08T10:19:26.98,2024-12-08T10:24:42.124,50,1
1951415822,2135,4901,0,0,2024-12-08T20:16:53.633,2024-12-08T20:22:19.864,46,0
1942722817,1874,1120,0,1,2024-12-07T09:22:26.298,2024-12-07T09:22:49.393,50,0
1953374816,2227,1120,2,1,2024-12-09T08:10:40.404,2024-12-09T08:18:36.005,50,3
1954152446,1757,1117,2,6,2024-12-09T10:30:55.219,2024-12-09T10:32:59.763,50,2
1950164199,1755,1130,1,5,2024-12-08T17:04:29.82,2024-12-08T17:05:19.666,50,2
1954149226,1956,1130,2,2,2024-12-09T10:31:44.696,2024-12-09T10:32:24.594,50,2
1942752647,1475,1122,1,0,2024-12-07T09:15:43.605,2024-12-07T09:29:08.365,50,0
1942753537,2436,1122,0,0,2024-12-07T09:18:18.154,2024-12-07T09:29:19.021,50,0
1944441634,2362,1122,4,18,2024-12-07T15:25:32.681,2024-12-07T15:32:50.884,50,1
1945457123,2356,1129,2,1,2024-12-07T18:21:27.682,2024-12-07T18:26:22.429,50,4
1943570553,1965,1129,2,2,2024-12-07T12:25:09.368,2024-12-07T12:30:53.646,50,2
1944411228,1668,4901,0,0,2024-12-07T15:17:09.425,2024-12-07T15:25:47.129,12,0
1944428288,1960,1129,10,29,2024-12-07T15:20:05.32,2024-12-07T15:29:46.534,50,2
1944444881,2238,1130,3,1,2024-12-07T15:32:35.181,2024-12-07T15:33:34.999,50,4
1945459399,2259,1122,0,1,2024-12-07T18:25:40.104,2024-12-07T18:26:54.447,50,2
1945352376,2363,1120,4,10,2024-12-07T18:09:49.277,2024-12-07T18:10:25.185,50,9
1945449791,2226,1120,2,8,2024-12-07T18:22:55.526,2024-12-07T18:24:36.745,50,11
1946083945,2064,1120,0,2,2024-12-07T20:33:09.25,2024-12-07T20:33:54.76,50,0
1946092507,2121,4901,0,1,2024-12-07T20:30:30.412,2024-12-07T20:36:31.972,12,1
1941958222,3355,1130,2,0,2024-12-07T06:33:51.983,2024-12-07T06:35:15.217,50,1
1952778498,1474,1130,0,0,2024-12-09T06:05:44.754,2024-12-09T06:11:03.261,50,1
1947488964,3354,4901,0,0,2024-12-08T06:48:20.841,2024-12-08T06:55:37.084,50,0
1941965967,2928,1130,0,0,2024-12-07T06:36:12.236,2024-12-07T06:38:30.371,50,0
1947510643,1955,1130,1,0,2024-12-08T06:59:24.588,2024-12-08T07:02:14.288,50,3
1952802502,1965,1122,2,1,2024-12-09T06:19:36.308,2024-12-09T06:20:06.612,50,3
1954150783,1755,1117,1,0,2024-12-09T10:28:43.145,2024-12-09T10:32:39.361,50,0
1954166715,2081,1122,1,1,2024-12-09T10:34:28.844,2024-12-09T10:34:51.937,50,1
1953378119,2366,1129,0,7,2024-12-09T08:14:36.498,2024-12-09T08:19:13.477,50,1
1949250192,1962,1130,7,4,2024-12-08T13:36:12.916,2024-12-08T13:37:22.157,50,6
1942725058,3025,1122,1,2,2024-12-07T09:10:08.734,2024-12-07T09:23:18.23,50,0
1944411918,1667,4901,0,9,2024-12-07T15:18:54.418,2024-12-07T15:25:56.956,12,0
1942724772,3351,1130,0,8,2024-12-07T09:19:15.717,2024-12-07T09:23:14.15,50,0
1944432204,1552,4901,0,0,2024-12-07T15:21:35.494,2024-12-07T15:30:40.411,12,2
1951416481,2353,1122,2,1,2024-12-08T20:22:08.551,2024-12-08T20:22:32.023,50,1
1948439043,2358,1130,1,4,2024-12-08T10:20:43.911,2024-12-08T10:26:22.638,50,0
1943572460,2259,1129,1,3,2024-12-07T12:25:50.58,2024-12-07T12:31:23.64,50,0
1945385391,6027,1122,0,0,2024-12-07T18:10:26.66,2024-12-07T18:15:09.683,50,0
1950167301,1958,1122,14,1,2024-12-08T17:05:31.294,2024-12-08T17:06:02.165,50,11
1945356862,1754,1129,4,0,2024-12-07T18:10:24.389,2024-12-07T18:11:25.839,50,5
1946084844,2072,1130,2,3,2024-12-07T20:33:31.219,2024-12-07T20:34:11.465,50,2
1944417165,2353,1122,0,3,2024-12-07T15:17:48.594,2024-12-07T15:27:09.453,50,0
1952779121,3355,1122,1,0,2024-12-09T06:10:09.813,2024-12-09T06:11:26.793,50,1
1947490795,2928,4901,0,0,2024-12-08T06:51:31.146,2024-12-08T06:56:17.639,50,0
1952807078,1479,1129,0,0,2024-12-09T06:15:11.476,2024-12-09T06:21:37.507,50,0
1947551612,2928,1122,1,0,2024-12-08T07:12:29.989,2024-12-08T07:13:18.659,50,1
1943573127,2222,1129,3,7,2024-12-07T12:27:09.352,2024-12-07T12:31:33.893,50,1
1941959199,1955,1130,4,0,2024-12-07T06:35:03.948,2024-12-07T06:35:39.716,50,6
1948474969,2366,1130,3,6,2024-12-08T10:27:26.963,2024-12-08T10:35:02.387,50,2
1952825223,2227,1122,1,2,2024-12-09T06:24:39.827,2024-12-09T06:26:20.685,50,1
1953381195,2353,1120,1,2,2024-12-09T08:13:01.977,2024-12-09T08:19:46.571,50,0
1952813893,2073,1130,8,0,2024-12-09T06:21:59.638,2024-12-09T06:23:03.249,50,7
1954197842,2257,1120,2,3,2024-12-09T10:40:20.744,2024-12-09T10:41:02.748,50,4
1942731557,1552,4901,5,1,2024-12-07T09:08:17.494,2024-12-07T09:24:40.991,12,9
1944463888,1965,1120,0,2,2024-12-07T15:37:00.541,2024-12-07T15:37:57.611,50,0
1944424610,3354,1120,0,3,2024-12-07T15:26:41.317,2024-12-07T15:28:54.091,50,0
1945362715,2369,1129,8,3,2024-12-07T18:12:19.302,2024-12-07T18:12:46.409,50,5
1948488829,1965,4901,2,1,2024-12-08T10:25:25.161,2024-12-08T10:38:29.897,50,1
1948490558,2237,1130,6,2,2024-12-08T10:38:23.901,2024-12-08T10:38:56.524,50,6
1948443982,1958,4901,6,5,2024-12-08T10:21:00.136,2024-12-08T10:27:31.015,50,10
1949283641,2225,1130,1,0,2024-12-08T13:41:47.854,2024-12-08T13:45:34.689,50,2
1954151523,2257,1129,1,4,2024-12-09T10:32:09.505,2024-12-09T10:32:47.371,50,1
1948517990,1962,1122,5,6,2024-12-08T10:43:29.846,2024-12-08T10:45:27.832,50,6
1950170415,1757,1130,4,12,2024-12-08T17:06:14.662,2024-12-08T17:06:50.011,50,2
1949250466,1956,1129,0,3,2024-12-08T13:36:31.482,2024-12-08T13:37:26.528,50,1
1946101436,2118,1120,0,4,2024-12-07T20:38:35.529,2024-12-07T20:39:24.788,50,0
1944434703,1958,1120,7,3,2024-12-07T15:30:40.551,2024-12-07T15:31:14.415,50,3
1945384806,2359,1120,5,3,2024-12-07T18:14:34.263,2024-12-07T18:15:03.057,50,3
1946087979,2074,1130,0,5,2024-12-07T20:34:42.808,2024-12-07T20:35:06.957,50,0
1946098658,1912,4901,0,1,2024-12-07T20:35:05.401,2024-12-07T20:38:33.026,12,2
1951421416,3355,1129,0,0,2024-12-08T20:19:52.549,2024-12-08T20:24:03.638,50,1
1941965415,1477,1122,1,0,2024-12-07T06:34:35.608,2024-12-07T06:38:16.073,50,1
1947492323,3352,1130,1,0,2024-12-08T06:56:10.728,2024-12-08T06:56:52.22,50,0
1952779924,1477,1130,0,0,2024-12-09T06:07:17.73,2024-12-09T06:11:40.249,50,0
1947494916,2763,1130,1,0,2024-12-08T06:57:03.876,2024-12-08T06:57:33.402,50,5
1944418541,2357,1122,6,10,2024-12-07T15:21:30.379,2024-12-07T15:27:29.18,50,4
1944424265,2358,1122,0,2,2024-12-07T15:22:33.596,2024-12-07T15:28:49.598,50,0
1942736842,1755,1129,2,1,2024-12-07T09:16:54.605,2024-12-07T09:25:50.871,50,2
1945364548,2360,1120,5,0,2024-12-07T18:12:37.331,2024-12-07T18:13:11.943,50,5
1948446929,2362,1130,1,4,2024-12-08T10:23:48.906,2024-12-08T10:28:13.128,50,1
1942785387,1911,1129,2,2,2024-12-07T09:30:24.202,2024-12-07T09:36:25.71,50,1
1949252799,3352,1122,1,0,2024-12-08T13:37:35.842,2024-12-08T13:38:01.279,50,0
1947545720,1955,1122,5,0,2024-12-08T07:11:22.723,2024-12-08T07:11:58.152,50,4
1954153115,2078,1122,0,0,2024-12-09T10:31:03.824,2024-12-09T10:33:06.713,50,0
1952799633,1962,1122,6,0,2024-12-09T06:17:56.384,2024-12-09T06:18:35.55,50,5
1943574538,2760,1130,4,3,2024-12-07T12:19:09.897,2024-12-07T12:31:47.868,50,0
1954174753,2354,1120,2,0,2024-12-09T10:33:47.758,2024-12-09T10:36:30.564,50,1
1953383099,2357,1120,2,4,2024-12-09T08:15:46.982,2024-12-09T08:20:06.715,50,0
1942795270,2119,1129,1,1,2024-12-07T09:32:02.755,2024-12-07T09:38:36.62,50,7
1950181567,1961,1122,9,9,2024-12-08T17:07:11.842,2024-12-08T17:08:16.54,50,9
1945365033,2760,1122,0,3,2024-12-07T18:09:11.586,2024-12-07T18:13:19.575,50,0
1951424016,2357,1122,5,0,2024-12-08T20:24:08.834,2024-12-08T20:24:52.626,50,7
1946088248,2123,4901,0,4,2024-12-07T20:29:05.411,2024-12-07T20:35:11.182,12,3
1941965795,1479,1122,0,0,2024-12-07T06:35:30.61,2024-12-07T06:38:26.154,50,1
1947501520,1962,4901,2,0,2024-12-08T06:57:20.894,2024-12-08T06:59:19.381,50,5
1942753691,2070,1120,0,0,2024-12-07T09:27:31.227,2024-12-07T09:29:21.743,50,0
1944426622,1955,1120,6,0,2024-12-07T15:28:30.546,2024-12-07T15:29:22.873,50,1
1950199068,2241,1130,3,6,2024-12-08T17:09:49.823,2024-12-08T17:10:13.661,50,1
1948447402,6027,1122,1,1,2024-12-08T10:26:33.754,2024-12-08T10:28:20.087,50,1
1943582522,2361,1120,2,2,2024-12-07T12:30:07.209,2024-12-07T12:33:54.378,50,1
1950260124,1581,1130,6,0,2024-12-08T17:14:54.804,2024-12-08T17:15:35.444,50,4
1953385951,1583,1122,0,5,2024-12-09T08:13:04.931,2024-12-09T08:20:36.399,50,0
1949256866,2763,1122,2,0,2024-12-08T13:38:20.826,2024-12-08T13:39:00.896,50,2
1944425153,3355,1120,0,0,2024-12-07T15:27:35.541,2024-12-07T15:29:02.153,50,0
1943581493,1874,1122,1,4,2024-12-07T12:32:39.858,2024-12-07T12:33:38.901,50,1
1954153920,2241,1117,3,3,2024-12-09T10:31:55.771,2024-12-09T10:33:09.725,50,3
1952780913,1955,1122,9,0,2024-12-09T06:11:34.833,2024-12-09T06:12:07.136,50,10
1945418459,3355,1122,1,0,2024-12-07T18:14:11.581,2024-12-07T18:18:21.473,50,1
1945370318,2367,1129,6,8,2024-12-07T18:13:12.71,2024-12-07T18:14:27.635,50,5
1951425305,1955,1129,0,0,2024-12-08T20:21:27.475,2024-12-08T20:25:15.059,50,1
1945431458,2928,1122,0,0,2024-12-07T18:16:06.589,2024-12-07T18:20:19.296,50,0
1951427618,1509,4901,0,0,2024-12-08T20:23:16.456,2024-12-08T20:26:01.749,46,0
1954190636,1956,1129,0,4,2024-12-09T10:37:49.494,2024-12-09T10:39:34.979,50,0
1947503642,3354,1130,0,0,2024-12-08T06:58:08.928,2024-12-08T07:00:03.772,50,2
1942759064,2074,1120,0,1,2024-12-07T09:30:01.325,2024-12-07T09:30:32.668,50,0
1952780965,2763,4901,0,1,2024-12-09T06:06:50.081,2024-12-09T06:12:09.084,50,0
1942776768,2080,1120,0,1,2024-12-07T09:33:51.324,2024-12-07T09:34:25.215,50,0
1948484151,1755,1130,0,2,2024-12-08T10:32:41.853,2024-12-08T10:37:15.998,50,0
1954154792,2356,1120,0,0,2024-12-09T10:30:23.408,2024-12-09T10:33:19.085,50,1
1944460858,2364,1122,4,3,2024-12-07T15:28:28.587,2024-12-07T15:37:13.233,50,4
1953387195,2067,1117,3,0,2024-12-09T08:17:55.967,2024-12-09T08:20:50.81,50,2
1941966360,1958,1130,7,0,2024-12-07T06:37:58.821,2024-12-07T06:38:40.296,50,8
1944430774,2361,1122,1,1,2024-12-07T15:24:33.585,2024-12-07T15:30:20.06,50,2
1941987096,1670,4901,4,0,2024-12-07T06:42:18.416,2024-12-07T06:45:41.281,12,6
1954223284,1960,1120,0,7,2024-12-09T10:45:32.979,2024-12-09T10:46:05.708,50,1
1950208769,1962,1122,14,5,2024-12-08T17:10:07.842,2024-12-08T17:10:31.985,50,16
1954195391,2362,4901,0,1,2024-12-09T10:08:12.364,2024-12-09T10:40:31.169,50,0
1943587889,1875,1122,3,2,2024-12-07T12:34:11.725,2024-12-07T12:35:00.575,50,3
1948511324,1961,1122,3,2,2024-12-08T10:41:49.835,2024-12-08T10:43:58.973,50,1
1948459274,1961,4901,7,3,2024-12-08T10:22:15.148,2024-12-08T10:31:13.739,50,9
1954178608,2236,1117,0,7,2024-12-09T10:34:46.439,2024-12-09T10:37:17.977,50,0
1949269496,1965,4901,2,4,2024-12-08T13:30:16.804,2024-12-08T13:42:00.948,50,3
1954197025,2364,4901,0,1,2024-12-09T10:10:32.412,2024-12-09T10:40:51.518,50,0
1949278272,2928,1122,1,0,2024-12-08T13:43:51.841,2024-12-08T13:44:12.228,50,1
1951427151,1508,4901,0,1,2024-12-08T20:21:28.622,2024-12-08T20:25:51.705,46,1
1946095088,2118,4901,1,5,2024-12-07T20:33:00.435,2024-12-07T20:37:22.558,12,2
1945385608,2077,1130,1,1,2024-12-07T18:14:52.839,2024-12-07T18:15:13.052,50,1
1946095867,2076,1130,0,2,2024-12-07T20:35:52.819,2024-12-07T20:37:37.964,50,0
1944461240,3350,1129,0,0,2024-12-07T15:25:20.418,2024-12-07T15:37:18.991,50,0
1949260889,1964,1129,1,3,2024-12-08T13:39:19.215,2024-12-08T13:39:57.698,50,0
1950287904,6027,1129,1,0,2024-12-08T17:14:58.473,2024-12-08T17:19:14.585,50,1
1951455857,2227,1129,2,0,2024-12-08T20:33:57.467,2024-12-08T20:34:59.014,50,0
1942767154,2076,1120,1,0,2024-12-07T09:31:12.562,2024-12-07T09:32:16.637,50,1
1947509540,2259,4901,1,0,2024-12-08T06:59:41.166,2024-12-08T07:01:50.326,50,1
1942834280,2076,1129,1,0,2024-12-07T09:46:12.689,2024-12-07T09:47:15.077,50,0
1948506701,2229,1129,0,1,2024-12-08T09:55:59.468,2024-12-08T10:42:54.725,50,0
1948495458,2259,4901,0,1,2024-12-08T10:26:29.461,2024-12-08T10:40:10.995,50,1
1952783197,2699,1130,5,1,2024-12-09T06:10:27.821,2024-12-09T06:12:50.974,50,9
1948533542,2358,4901,0,0,2024-12-08T10:37:45.91,2024-12-08T10:49:27.034,50,0
1943589591,1552,4901,1,0,2024-12-07T11:55:33.489,2024-12-07T12:35:26.27,12,
1944433461,1665,4901,5,1,2024-12-07T15:24:54.429,2024-12-07T15:31:00.668,12,4
1952821183,3355,4901,0,0,2024-12-09T06:17:49.388,2024-12-09T06:24:46.751,50,0
1952822812,2069,1130,1,0,2024-12-09T06:24:44.641,2024-12-09T06:25:28.881,50,0
1945428450,1955,1122,1,0,2024-12-07T18:15:06.592,2024-12-07T18:19:38.923,50,1
1952822171,2085,1129,0,0,2024-12-09T06:22:21.48,2024-12-09T06:25:10.688,50,1
1948463970,2364,1130,1,9,2024-12-08T10:25:53.902,2024-12-08T10:32:21.273,50,1
1950349191,2357,1122,6,6,2024-12-08T17:25:01.912,2024-12-08T17:27:04.176,50,5
1949264619,1965,1130,0,1,2024-12-08T13:38:05.847,2024-12-08T13:40:50.796,50,1
1948489110,2241,1130,5,4,2024-12-08T10:36:41.553,2024-12-08T10:38:33.895,50,4
1951453552,2366,1122,1,9,2024-12-08T20:33:43.842,2024-12-08T20:34:15.277,50,2
1951428987,2928,1129,0,2,2024-12-08T20:21:57.472,2024-12-08T20:26:25.588,50,1
1950233801,2237,1130,2,7,2024-12-08T17:11:19.84,2024-12-08T17:13:01.704,50,3
1953392122,2235,1122,1,5,2024-12-09T08:17:53.828,2024-12-09T08:21:46.687,50,2
1950233882,1965,1122,6,1,2024-12-08T17:12:27.84,2024-12-08T17:13:02.715,50,8
1954155015,2080,1122,1,1,2024-12-09T10:32:41.329,2024-12-09T10:33:21.29,50,1
1953387488,2237,1130,6,1,2024-12-09T08:20:24.672,2024-12-09T08:20:54.329,50,7
1954166404,2361,4901,0,2,2024-12-09T10:07:22.122,2024-12-09T10:34:48.438,50,0
1941968662,2699,1122,11,6,2024-12-07T06:37:56.638,2024-12-07T06:39:41.135,50,10
1945405070,2075,1130,4,0,2024-12-07T18:15:55.23,2024-12-07T18:16:19.416,50,4
1942800824,2699,1122,20,1,2024-12-07T09:38:58.598,2024-12-07T09:39:48.303,50,16
1946096031,2078,1130,0,8,2024-12-07T20:37:02.895,2024-12-07T20:37:42.657,50,0
1946109497,2081,1130,0,1,2024-12-07T20:40:27.839,2024-12-07T20:42:03.352,50,0
1951463371,1755,1122,0,1,2024-12-08T20:37:09.857,2024-12-08T20:37:27.267,50,0
1947512959,2222,4901,0,1,2024-12-08T07:00:31.164,2024-12-08T07:03:01.116,50,2
1943590161,1552,4901,3,0,2024-12-07T11:56:15.434,2024-12-07T12:35:36.321,12,3
1942767349,2237,1129,2,1,2024-12-07T09:23:32.765,2024-12-07T09:32:19.118,50,4
1947539588,3354,1122,0,0,2024-12-08T07:09:19.985,2024-12-08T07:10:25.243,50,2
1951431916,1516,4901,0,2,2024-12-08T20:24:48.587,2024-12-08T20:27:22.762,46,1
1948466773,3352,1122,4,0,2024-12-08T10:32:27.641,2024-12-08T10:33:03.422,50,4
1952783967,2928,1122,2,0,2024-12-09T06:12:19.816,2024-12-09T06:13:23.085,50,4
1952821384,3352,1117,0,1,2024-12-09T06:14:38.874,2024-12-09T06:24:51.387,50,0
1949268114,3354,1122,2,0,2024-12-08T13:39:25.849,2024-12-08T13:41:39.953,50,1
1953388308,2757,1129,12,5,2024-12-09T08:16:06.491,2024-12-09T08:21:04.094,50,9
1954163992,1964,1130,0,3,2024-12-09T10:33:59.647,2024-12-09T10:34:17.594,50,0
1945406027,3352,1122,0,0,2024-12-07T18:12:15.52,2024-12-07T18:16:30.143,50,0
1941970185,1961,1130,8,0,2024-12-07T06:39:43.158,2024-12-07T06:40:21.758,50,11
1944438563,2235,1130,6,3,2024-12-07T15:31:22.217,2024-12-07T15:32:07.123,50,4
1950260039,2236,1130,0,0,2024-12-08T17:13:29.816,2024-12-08T17:15:33.79,50,1
1945415260,2363,1129,12,4,2024-12-07T18:16:37.758,2024-12-07T18:17:38.466,50,13
1945512975,1960,1120,2,15,2024-12-07T18:31:12.346,2024-12-07T18:34:00.874,50,0
1951444736,2259,1129,0,0,2024-12-08T20:29:01.832,2024-12-08T20:31:27.122,50,0
1950252719,2259,1122,8,1,2024-12-08T17:13:22.832,2024-12-08T17:14:53.256,50,5
1951473727,2358,1129,1,0,2024-12-08T20:39:32.544,2024-12-08T20:41:01.374,50,3
1946097271,2071,1129,0,0,2024-12-07T20:35:49.349,2024-12-07T20:38:06.189,50,0
1947514285,1958,1130,2,1,2024-12-08T07:01:03.692,2024-12-08T07:03:24.425,50,3
1947528825,2225,4901,0,0,2024-12-08T07:02:21.146,2024-12-08T07:07:43.409,50,0
1952784501,1474,1129,1,0,2024-12-09T06:13:21.484,2024-12-09T06:13:44.106,50,0
1948511761,2226,1129,1,0,2024-12-08T09:57:09.469,2024-12-08T10:44:05.045,50,3
1944445045,1956,1129,1,9,2024-12-07T15:22:04.765,2024-12-07T15:33:37.776,50,0
1943592991,2330,1122,9,5,2024-12-07T12:35:51.715,2024-12-07T12:36:18.18,50,4
1941974138,1666,4901,3,1,2024-12-07T06:39:29.459,2024-12-07T06:41:49.045,12,3
1948479080,3354,1122,3,0,2024-12-08T10:35:32.842,2024-12-08T10:36:01.734,50,1
1952803566,6027,4901,0,0,2024-12-09T06:13:50.455,2024-12-09T06:20:43.156,50,0
1942770990,3354,1130,1,0,2024-12-07T09:31:55.949,2024-12-07T09:33:07.816,50,2
